#Stuff;;;;;;;;;;;;;;x
restore_watchposts_of_karakoram_desc;We should repair the network of watchposts in the Karakoram Mountains to protect the Silk Road trade routes passing through its valleys and passes, and improve the local defenses.;;;;;;;;;;;;;x
attend_chinir_festival;Attend Chinir Festival;;;;;;;;;;;;;x
attend_chinir_festival_desc;The Iranian-speaking peoples of the Pamirs, or the Pamiris, have long celebrated a harvest festival called the Chinir Festival - it's time we attended one such festivity!;;;;;;;;;;;;;x
VIET_ate_kurut_cheese;Ate Kurut Cheese;;;;;;;;;;;;;x
VIET_ate_kurut_cheese_desc;According to Pamiri lore, a man who eats enough kurut, a local variety of cheese curds, will start to feel particularly amorous....;;;;;;;;;;;;;x
azur_jamshid_bloodline;Blood of Azur Jamshid;;;;;;;;;;;;;x
azur_jamshid_bloodline_desc;He was the legendary son of an Iranian fairy spirit who defeated and freed the people of Gilgit from the tyrannical rule of King Shri Badat, a heathen cannibal king.;;;;;;;;;;;;;x
VIET_gold_mines_gilgit;Gold Mines of Gilgit;;;;;;;;;;;;;x
VIET_gold_mines_gilgit_desc;For centuries, Gilgit has been famed for being a source of gold. The ancient Greek historian Herodutus, for instance, tells fanciful legends about gold-digging ants in this region.;;;;;;;;;;;;;x
VIET_pamir_juniper;Collected Juniper;;;;;;;;;;;;;x
VIET_pamir_spring_found;Pamir Mountain Spring;;;;;;;;;;;;;x
VIET_pamir_spring_found_desc;A mountain spring in this part of the Pamir Mountains has recently gained popularity, as it is claimed to have miraculous healing powers.;;;;;;;;;;;;;x
VIET_visited_pamir_spring;Recently Visited Spring in the Pamir Mountains;;;;;;;;;;;;;x
VIET_pamir_nomad_clans_good;Nomads Recently Moved In (Good);;;;;;;;;;;;;x
VIET_pamir_nomad_clans_good_desc;A few nomad clans recently migrated to this part of the Pamir Mountains. They get along with the locals and help contribute to the local community.;;;;;;;;;;;;;x
VIET_pamir_nomad_clans_bad;Nomads Recently Moved In (Bad);;;;;;;;;;;;;x
VIET_pamir_nomad_clans_bad_desc;A few nomad clans recently migrated to this part of the Pamir Mountains. They and the locals often get into arguments and clashes, leading to instability in the local community.;;;;;;;;;;;;;x
VIET_pamir_nomad_training;Nomads Training Local Troops;;;;;;;;;;;;;x
VIET_burusho_feud;Burusho Feud;;;;;;;;;;;;;x
VIET_burusho_feud_desc;A couple local Burusho clans in this region are engaging in a massive feud.;;;;;;;;;;;;;x
VIET_ate_baht_porridge;Ate Baht Porridge;;;;;;;;;;;;;x
VIET_burusho_fairy_advice;Received Advice from Pari;;;;;;;;;;;;;x
VIET_burusho_fairy_advice_desc;This character supposedly, with the help fo a local shaman, received help from a Pari - the name for a kind of fairy spirit among the Pamiri and Burusho peoples.;;;;;;;;;;;;;x
VIET_in_pamir_mountain_region_trigger_text;In the Pamir Plateau region (i.e. Pamir, Tashkurgan, Vakhan, Badakhshan, Gilgit, or Skardu);;;;;;;;;;;;;x
VIET_recently_attended_chinir_text;Has not recently attended the Chinir Festival;;;;;;;;;;;;;x
opinion_saved_me_belas;Saved Me From Accusers;;;;;;;;;;;;;x
VIET_accused_belas;Accused of being a Belas;;;;;;;;;;;;;x
VIET_accused_belas_desc;This woman was accused of being a Belas by her village and had to find refuge elsewhere. In the traditional folklore of the Pamir plateau region, the Belas refers to the vengeful spirit of a living woman who brings harm to men in general, or women she particularly despises.;;;;;;;;;;;;;x
VIET_recent_lapis_lazuli_mine_investment;Recently invested in lapis lazuli mines;;;;;;;;;;;;;x
xxxxx;xxxxx;;;;;;;;;;;;;x
pamir.0.desc;xxxxx;;;;;;;;;;;x
pamir.0.a;Xxxxxxffff;;;;;;;;;;;;;x
pamir.1.title;The Patola Shahi;;;;;;;;;;;x
pamir.1.desc;The Patola Shahi, renowned for their pious devotion to Buddhism, have ruled the Pamir Mountains for generations and have been comfortable playing off their Chinese and Tibetan overlords against one another. Still, their grip on the region is growing increasingly tenuous by the day with the power vacuum and some say that the current ruler, Vikrama, could be the last to hold sway over the region if things don't change. In light of this, Vikrama has decided to delegate some of his territories to the rule of another, hopefully capable chieftain, who will serve as his vassal. Only time will tell if Vikrama can continue his dynasty's illustrious legacy in the Roof of the World.;;;;;;;;;;;x
pamir.1.a;Continue playing as [Root.GetTitledName].;;;;;;;;;;;;;x
pamir.1.b;Continue playing as Vikrama of the Patola Shahi.;;;;;;;;;;;;;x
pamir.1.c;Play as the petty King of Skardu, Vikrama's cousin.;;;;;;;;;;;;;x
pamir.1.d;Play as the head Chieftain of the Pamirs.;;;;;;;;;;;;;x
#pamir.1.b;His cousin was delegated the territory;;;;;;;;;;;;;x
#pamir.1.c;His cousin was delegated the territory - his story seems more interesting!;;;;;;;;;;;;;x
#pamir.1.d;A local chieftain was delegated the territory;;;;;;;;;;;;;x
#pamir.1.e;A local chieftain was delegated the territory - his story seems more interesting!;;;;;;;;;;;;;x
pamir.2.title;Badakhshan;;;;;;;;;;;x
pamir.2.desc.a;The mountains of Eastern Afghanistan have been most famous since ancient times for its lapis lazuli mines. Warlords and kings are struggling for supremacy in the politically unstable situation caused by recent Arab incursions and the withdrawal of Chinese influence in the region.\n\nOne of the more powerful lords is al-Muqanna, a self-proclaimed prophet of a new religion combining elements of Zoroastrianism and Islam. However, his grip is slipping on Badakhshan where lies the world's chief source of lapis lazuli - the mines of Sar-i Sang - and the Puteshan Kings, who previously traditionally ruled here for generations, are reasserting their power.;;;;;;;;;;;x
pamir.2.desc.b;The mountains of Eastern Afghanistan have been most famous since ancient times for its lapis lazuli mines. Warlords and kings are struggling for supremacy in the politically unstable situation caused by recent Arab incursions and the withdrawal of Chinese influence in the region.\n\nAmong the most influential of these warlords are the Banijurids, but even their grip on power is tenuous. Their control over the lucrative lapis lazuli trade - based on the mines of Sar-i Sang - is slipping from their fingers by the day, as they are challenged in particular by the Puteshan Kings, who had traditionally ruled here for generations.;;;;;;;;;;;x
pamir.2.desc.c;The mountains of Eastern Afghanistan have been most famous since ancient times for its lapis lazuli mines. Warlords and kings are struggling for supremacy in the politically unstable situation caused by recent Arab incursions and the withdrawal of Chinese influence in the region.\n\nAt the moment, the region is a mess of various local lords and petty chiefs, following the decline of the Abbasid Caliphate. Lapis lazuli, that lucrative product from the mines of Sar-i Sang, is sure to attract would be conquerors and warlords. It is currently controlled by the declining remnants of the Puteshan Kings, who have ruled here for generations. Even the chiefs of Wakhan grow restless and may prove a thorn in the side of the Banijurids as well.;;;;;;;;;;;x
pamir.2.a;Our story is with al-Muqanna, the Veiled One...;;;;;;;;;;;;;x
pamir.2.b;Our story is with the Banijurids...;;;;;;;;;;;;;x
pamir.2.c;Our story is with the chiefs of Wakhan...;;;;;;;;;;;;;x
pamir.2.d;Our story is with the Puteshan Kings...;;;;;;;;;;;;;x
pamir.2.e;Our story is with the chiefs of Wakhan...;;;;;;;;;;;;;x
#pamir.3.tooltip.a;You will now play as §Y[target_VIET_new_pamir_chief.GetFullName]§!, the new ruler of the County of §YPamir§!.;;;;;;;;;;;x
#pamir.3.tooltip.b;You will now play as §Y[target_VIET_new_pamir_chief.GetFullName]§!, the new ruler of the County of §YBadakhshan§!.;;;;;;;;;;;x
pamir.3.title;A New Day;;;;;;;;;;;x
pamir.3.desc.a;You were surprised when Vikrama, the current Patola Shahi ruler, appointed you as the leading chieftain of the various tribes in the region. Still, you accepted his offer. It will be a difficult road ahead, given you now rule the more rugged, isolated parts of the Pamir Mountains, but you hope you are up to the task!;;;;;;;;;;;x
pamir.3.desc.b;It wasn't too difficult reasserting your rightful place as ruler of Badakhshan. Your ancestors, the Puteshan Kings, have ruled the area for generations, and were even referenced glowingly by travelers like the Korean Buddhist pilgrim Hyecho a few decades ago. Indeed, the Puteshan Kings are most famous for their patronage of Buddhism. With control of the lapis lazuli mines, surely this region will prosper, though we must be wary of outsiders, whether they are Arab, Tibetan, Turkic, or something else.;;;;;;;;;;;x
pamir.3.desc.c;You are a relative of the Patola Shahi kings. The region you rule was once fought over by the Chinese and Tibetans, and your father was even exiled to China as part of these machinations, but times are changing. It's evident that the power and influence of the Patola Shahi, once supreme in the pristine Pamir Mountains, is in decline, as they must pay tribute to mighty Tibet, while petty chieftains in the Pamirs grow more and more restless and rebellious. It is up to us whether we will support our cousin, the King, or go our own path.;;;;;;;;;;;x
pamir.3.desc.d;Your family is one of the last remnants of the once powerful Hephthalite nomad. Because your branch has dominated the Wakhan region for many generations, the chiefs and elders of Wakhan deem you the most prestigious among them. The withdrawal of Chinese and Tibetan forces from the region has definitely left a power vacuum, but in the remote valleys of the Wakhan Corridor, you are mostly undisturbed so long as you do not cause any trouble to your Muslim overlords, but it is hard to say how long such a state of affairs may last.;;;;;;;;;;;x
pamir.3.a;Who knows what fate lies in store for this region?;;;;;;;;;;;;;x
pamir.4.desc;xxxxx;;;;;;;;;;;x
pamir.4.a;Xxxxxxffff;;;;;;;;;;;;;x
pamir.5.desc;xxxxx;;;;;;;;;;;x
pamir.5.a;Xxxxxxffff;;;;;;;;;;;;;x
pamir.6.desc;xxxxx;;;;;;;;;;;x
pamir.6.a;Xxxxxxffff;;;;;;;;;;;;;x
pamir.7.desc;xxxxx;;;;;;;;;;;x
pamir.7.a;Xxxxxxffff;;;;;;;;;;;;;x
pamir.8.desc;xxxxx;;;;;;;;;;;x
pamir.8.a;Xxxxxxffff;;;;;;;;;;;;;x
pamir.9.desc;xxxxx;;;;;;;;;;;x
pamir.9.a;Xxxxxxffff;;;;;;;;;;;;;x
pamir.10.desc;xxxxx;;;;;;;;;;;x
pamir.10.a;xxxx;;;;;;;;;;;;;x
pamir.11.desc;A warrior hailing from a Burusho clan arrives at your court, offering you his services. The Burusho, also known as the Hunza, live in the valleys of our territories in the Pamir and Karakoram Mountains and speak a unique language unlike any other. They are an isolated people who mostly keep to themselves, but are known as fierce if stubborn warriors.;;;;;;;;;;;x
pamir.11.a;He will serve us well!;;;;;;;;;;;;;x
pamir.11.b;Stubborn? Doesn't sound good. We'll politely decline.;;;;;;;;;;;;;x
VIET_burusho_warrior_spawn_tooltip;A Burusho warrior joins your court. He may be accompanied by a family.;;;;;;;;;;;x
VIET_burusho_spawn_tooltip;Several Burusho locals join your court. They may be accompanied by their families.;;;;;;;;;;;x
pamir.12.desc;A few people belonging to a Burusho clan arrive at your court, offering you their services. The Burusho, also known as the Hunza, live in the valleys of our territories in the Pamir and Karakoram Mountains and speak a unique language unlike any other. They are an isolated people who mostly keep to themselves, but are known for being fierce and hardy.;;;;;;;;;;;x
pamir.12.a;Yes, welcome them to our court.;;;;;;;;;;;;;x
pamir.12.b;Fierce and hardy? Sounds dangerous. No thanks.;;;;;;;;;;;;;x
pamir.13.desc;xxxxx;;;;;;;;;;;x
pamir.13.a;Xxxxxxffff;;;;;;;;;;;;;x
pamir.14.desc;xxxxx;;;;;;;;;;;x
pamir.14.a;Xxxxxxffff;;;;;;;;;;;;;x
pamir.15.desc;xxxxx;;;;;;;;;;;x
pamir.15.a;Xxxxxxffff;;;;;;;;;;;;;x
pamir.16.desc;xxxxx;;;;;;;;;;;x
pamir.16.a;Xxxxxxffff;;;;;;;;;;;;;x
pamir.17.desc;xxxxx;;;;;;;;;;;x
pamir.17.a;Xxxxxxffff;;;;;;;;;;;;;x
pamir.18.desc;xxxxx;;;;;;;;;;;x
pamir.18.a;Xxxxxxffff;;;;;;;;;;;;;x
pamir.19.desc;xxxxx;;;;;;;;;;;x
pamir.19.a;Xxxxxxffff;;;;;;;;;;;;;x
pamir.20.desc;Since time immemorial, the region of Badakhshan in Afghanistan has served as the world's chief source of lapis lazuli, a precious stone prized for its striking blue color. The majority of this lapis lazuli comes from the settlement of Sar-i Sang, specifically. It would be wise for us to invest in improving the infrastructure of these mines to increase their productivity and profit to help the local economy - and ourselves, of course.;;;;;;;;;;;x
pamir.20.a;Invest a small amount of funds;;;;;;;;;;;;;x
pamir.20.b;Invest a medium amount of funds;;;;;;;;;;;;;x
pamir.20.c;Invest a large amount of funds;;;;;;;;;;;;;x
pamir.20.d;On second thought, never mind.;;;;;;;;;;;;;x
pamir.21.desc;The Wakhan Corridor, which straddles the Pamir Mountains, links together many parts of the Silk Road. Over the centuries, various rulers - from local kings to the Tibetan and Chinese Empires - have maintained a network of defensive watchposts along the narrow, long valleys to protect caravans and guide armies moving through the area. These old watchposts have are in a state of disrepair, so it's time to fund repairs.;;;;;;;;;;;x
pamir.21.a;Spend a small amount of funds;;;;;;;;;;;;;x
pamir.21.b;Spend a medium amount of funds;;;;;;;;;;;;;x
pamir.21.c;Spend a large amount of funds;;;;;;;;;;;;;x
pamir.21.d;On second thought, never mind.;;;;;;;;;;;;;x
pamir.22.desc;xxxxx;;;;;;;;;;;x
pamir.22.a;Xxxxxxffff;;;;;;;;;;;;;x
pamir.23.desc;The passes of the Karakoram Mountains, south of the Pamirs, link together many parts of the Silk Road. Over the centuries, various rulers - from local kings to the Tibetan and Chinese Empires - have maintained a network of defensive watchposts along the narrow, long valleys to protect caravans and guide armies moving through the area. These old watchposts have are in a state of disrepair, so it's time to fund repairs.;;;;;;;;;;;x
pamir.23.a;Spend a small amount of funds;;;;;;;;;;;;;x
pamir.23.b;Spend a medium amount of funds;;;;;;;;;;;;;x
pamir.23.c;Spend a large amount of funds;;;;;;;;;;;;;x
pamir.23.d;On second thought, never mind.;;;;;;;;;;;;;x
pamir.24.desc;xxxxx;;;;;;;;;;;x
pamir.24.a;Xxxxxxffff;;;;;;;;;;;;;x
pamir.25.desc;xxxxx;;;;;;;;;;;x
pamir.25.a;Xxxxxxffff;;;;;;;;;;;;;x
pamir.26.desc;xxxxx;;;;;;;;;;;x
pamir.26.a;Xxxxxxffff;;;;;;;;;;;;;x
pamir.27.desc;xxxxx;;;;;;;;;;;x
pamir.27.a;Xxxxxxffff;;;;;;;;;;;;;x
pamir.28.desc;xxxxx;;;;;;;;;;;x
pamir.28.a;Xxxxxxffff;;;;;;;;;;;;;x
pamir.29.desc;xxxxx;;;;;;;;;;;x
pamir.29.a;Xxxxxxffff;;;;;;;;;;;;;x
pamir.30.desc;xxxxx;;;;;;;;;;;x
pamir.30.a;Xxxxxxffff;;;;;;;;;;;;;x
pamir.31.desc;xxxxx;;;;;;;;;;;x
pamir.31.a;Xxxxxxffff;;;;;;;;;;;;;x
pamir.32.desc;xxxxx;;;;;;;;;;;x
pamir.32.a;Xxxxxxffff;;;;;;;;;;;;;x
pamir.33.desc;xxxxx;;;;;;;;;;;x
pamir.33.a;Xxxxxxffff;;;;;;;;;;;;;x
pamir.34.desc;xxxxx;;;;;;;;;;;x
pamir.34.a;Xxxxxxffff;;;;;;;;;;;;;x
pamir.35.desc;xxxxx;;;;;;;;;;;x
pamir.35.a;Xxxxxxffff;;;;;;;;;;;;;x
pamir.36.desc;xxxxx;;;;;;;;;;;x
pamir.36.a;Xxxxxxffff;;;;;;;;;;;;;x
pamir.37.desc;xxxxx;;;;;;;;;;;x
pamir.37.a;Xxxxxxffff;;;;;;;;;;;;;x
pamir.38.desc;xxxxx;;;;;;;;;;;x
pamir.38.a;Xxxxxxffff;;;;;;;;;;;;;x
pamir.39.desc;xxxxx;;;;;;;;;;;x
pamir.39.a;Xxxxxxffff;;;;;;;;;;;;;x
pamir.40.desc;xxxxx;;;;;;;;;;;x
pamir.40.a;Xxxxxxffff;;;;;;;;;;;;;x
pamir.41.desc;xxxxx;;;;;;;;;;;x
pamir.41.a;Xxxxxxffff;;;;;;;;;;;;;x
pamir.42.desc;xxxxx;;;;;;;;;;;x
pamir.42.a;Xxxxxxffff;;;;;;;;;;;;;x
pamir.43.desc;xxxxx;;;;;;;;;;;x
pamir.43.a;Xxxxxxffff;;;;;;;;;;;;;x
pamir.44.desc;xxxxx;;;;;;;;;;;x
pamir.44.a;Xxxxxxffff;;;;;;;;;;;;;x
pamir.45.desc;xxxxx;;;;;;;;;;;x
pamir.45.a;Xxxxxxffff;;;;;;;;;;;;;x
pamir.46.desc;xxxxx;;;;;;;;;;;x
pamir.46.a;Xxxxxxffff;;;;;;;;;;;;;x
pamir.47.desc;xxxxx;;;;;;;;;;;x
pamir.47.a;Xxxxxxffff;;;;;;;;;;;;;x
pamir.48.desc;xxxxx;;;;;;;;;;;x
pamir.48.a;Xxxxxxffff;;;;;;;;;;;;;x
pamir.49.desc;xxxxx;;;;;;;;;;;x
pamir.49.a;Xxxxxxffff;;;;;;;;;;;;;x
pamir.50.desc;The Chinir Festival is the harvest festival traditionally celebrated by many of the peoples living in the rugged, mountainous regions of the Pamirs. It is a festival where social interaction and the sharing of food and good cheer is encouraged. The day of the festival will soon be upon us, and you have decided to meet the commoners and contribute to the festivities this year!;;;;;;;;;;;x
pamir.50.a;Harvesting season will soon be upon us!;;;;;;;;;;;;;x
pamir.51.desc;The Chinir Festival has just begun, and you have arrived at one of the local towns to take part of the celebrations. Chinir is a joyous occasion, as it marks the end of the so-called months of hunger, when locals have to ration limited stores of food before the harvest, so everyone can eat and be merry!;;;;;;;;;;;x
pamir.51.a;It's harvesting season!;;;;;;;;;;;;;x
pamir.52.desc;As the head of your household, you go out into the fields and take a small bit of harvested barley and take it to the local mill to be turned into flour. You then ritually shake this flour onto the pillars of your house and tie what remains of the barley to the pillar of the "chikish," or the kitchen. Afterwards, you and your entire household gather around a bowl, the eponymous "chinir" itself, which is filled with yogurt. You bow your heads, and say [Root.Religion.GetName] prayers to [Root.Religion.GetHighGodName]. Following this, everyone eats a bit of the yogurt.;;;;;;;;;;;x
pamir.52.a;A good beginning!;;;;;;;;;;;;;x
pamir.53.desc;The next part of the Chinir is a big gathering among those of your gender. As a [Root.GetManWoman], you meet with several other [Root.GetMaleFemale]s of the community - from prominent nobles to lowly peasants - in a large meeting hall to partake in a great feast.;;;;;;;;;;;x
pamir.53.a;The food smells good!;;;;;;;;;;;;;x
pamir.54.desc;After the Chinir feast, it is customary for a [Root.GetManWoman] like myself to visit the houses of other [Root.GetMaleFemale]s in the community, to share our food and partake in some of the yogurt from each house's chinir bowl. You have already visited several households, and have time to visit one more. You decide to visit the household of a...;;;;;;;;;;;x
pamir.54.a;Humble, diligent farmer;;;;;;;;;;;;;x
pamir.54.b;Hard-working craftsperson;;;;;;;;;;;;;x
pamir.54.c;Wise, articulate scholar;;;;;;;;;;;;;x
pamir.54.d;Powerful local noble[Root.GetManWoman];;;;;;;;;;;;;x
pamir.55.desc;At the end of the Chinir Festival, it is customary to symbolically assist in the harvesting of crops, even if you aren't a farmer. After all, it is important that you show your bonds with the community, even if you are a [Root.GetTitle].;;;;;;;;;;;x
pamir.55.a;I am no toiling peasant! I won't do anything.;;;;;;;;;;;;;x
pamir.55.b;I will help a bit, but not too much.;;;;;;;;;;;;;x
pamir.55.c;I want to help as much as I can for the day.;;;;;;;;;;;;;x
pamir.56.desc;During the first batch of harvesting done at the Chinir Festival, everyone - even  children - participates in the cutting of the grain crops, but there are clear roles to be observed. Men use small scythes called "thutr" to cut the grain, while women tie the grain stalks into bundles ready for threshing. You'll all spend a couple hours doing this, before returning to the festivities.;;;;;;;;;;;x
pamir.56.a;As a man, it is my duty to help cut the grain.;;;;;;;;;;;;;x
pamir.56.b;As a woman, I will assist with tying the stalks.;;;;;;;;;;;;;x
pamir.57.desc;At last, the Chinir Festival is over. You had a good time, and got to share food, pleasant talk, and happy memories with others who attended. Hopefully, you will be able to do this again in the future.;;;;;;;;;;;x
pamir.57.a;It is definitely a good harvesting season.;;;;;;;;;;;;;x
pamir.58.desc;During the main feast of the Chinir, food is shared in collective bowls. You are about to reach for the last piece of meat in one bowl, when another attendee is about to do the same. You look at each other awkwardly, unsure of what to do.;;;;;;;;;;;x
pamir.58.a;Please, go ahead and enjoy it, my friend.;;;;;;;;;;;;;x
pamir.58.b;This belongs to me! I'm the [Root.GetTitle]!;;;;;;;;;;;;;x
pamir.59.desc;During the Chinir Festival, it is customary for people to bring bowls of sweetened wheat porridge made at their household to the feast, along with some bread and meats, to share with other families. As the highest ranked member of the community present, it would look good on you if you showed your generosity during the feast.;;;;;;;;;;;x
pamir.59.a;Bah! They should be giving ME food!;;;;;;;;;;;;;x
pamir.59.b;I only came with a modest amount of food.;;;;;;;;;;;;;x
pamir.59.c;I brought with me a lot of good food for all!;;;;;;;;;;;;;x
pamir.59.d;I have so much food with me it's ridiculous.;;;;;;;;;;;;;x
pamir.60.desc;The more religiously devout members of the community will typically utter many prayers under their breath during the feast. Some, however, see this as contrary to the festival's spirit of interacting and sharing with other members of the community.;;;;;;;;;;;x
pamir.60.a;I myself am saying many [Root.Religion.GetName] prayers.;;;;;;;;;;;;;x
pamir.60.b;I think a balance of prayer and socialization is fine.;;;;;;;;;;;;;x
pamir.60.c;Socializing is important! Why don't they realize this?;;;;;;;;;;;;;x
pamir.61.desc;The reason for the main feast during the Chinir is to encourage sharing among people, and for everyone to remember how the community can only survive if people depend on each other. People mingle together to connect and celebrate good things in life.;;;;;;;;;;;x
pamir.61.a;These are lessons I must do my best to remember.;;;;;;;;;;;;;x
pamir.62.desc;Kurut, a kind of curd cheese from the Pamirs, is a popular snack or side dish throughout the year, including at the Chinir festival. It is customary before the festival for elderly women to tease the men, especially newly married young men, to consume a lot of kurut, as it is believed to increase a man's desire for intimacy.;;;;;;;;;;;x
pamir.62.a;Obviously I will eat some!;;;;;;;;;;;;;x
pamir.62.b;I am not in the mood for much.;;;;;;;;;;;;;x
pamir.62.c;I hope my husband eats a lot.;;;;;;;;;;;;;x
pamir.62.d;I hope my husband doesn't eat much.;;;;;;;;;;;;;x
pamir.62.e;I'll make sure to poke fun of the men about this later.;;;;;;;;;;;;;x
pamir.63.desc;One of the popular dishes at the Chinir feast is moch, which is made by mixing cheese curds with water and pouring it over cooked vegetables. It is popular as it is believed to be good for warming up the body and maintaining one's strength during the colder autumn and winter months.;;;;;;;;;;;x
pamir.63.a;Eating it makes me feel warm already!;;;;;;;;;;;;;x
pamir.64.desc;While partaking in the Chinir feast, you observe the house you are in. The owner and host has decorated it with several strands of grain, as is custom, but they have done so in such a way that it is extremely aesthetic.;;;;;;;;;;;x
pamir.64.a;Observe quietly with wonder.;;;;;;;;;;;;;x
pamir.64.b;Praise the host in front of everyone.;;;;;;;;;;;;;x
pamir.65.desc;During the Chinir Feast, you engage in a pretty good conversation with one of the attendees. You are learning a lot about each others' experiences, as you swap tales and share your thoughts about life.;;;;;;;;;;;x
pamir.65.a;Very interesting, my friend!;;;;;;;;;;;;;x
pamir.66.desc;Though you are enjoying the Chinir Feast, not everyone can come. Those who are too old and feeble, or are ill, often cannot come for obvious reasons. Therefore, it is customary for some people to volunteer to bring some food to the elderly and those who are sick during the feast. It can be an arduous thing, though, and you fear if you help, you might catch someone's illness.;;;;;;;;;;;x
pamir.66.a;Hopefully someone will help - but not me.;;;;;;;;;;;;;x
pamir.66.b;I will volunteer! I need to set an example.;;;;;;;;;;;;;x
pamir.67.desc;As part of the harvest, women and children go to the orchards and gather baskets full of fruits. You are observing some as they do this. Plump apricots and mulberries seem especially popular, and this is a more relaxed part of the harvest, where women and children take their time to socialize.;;;;;;;;;;;x
pamir.67.a;Merely observe and enjoy the scenery.;;;;;;;;;;;;;x
pamir.67.b;Help them out!;;;;;;;;;;;;;x
pamir.67.c;Help them out, even though I'm a man.;;;;;;;;;;;;;x
pamir.68.desc;During the harvest, after the women and children start harvesting fruits from the orchards and groves, it is acceptable for people to start snacking on the fruits that are being picked within reason. You see a basket full of apricots and are tempted to eat some.;;;;;;;;;;;x
pamir.68.a;I am hungry - it's time to feast!;;;;;;;;;;;;;x
pamir.68.b;I should restrain and eat just one.;;;;;;;;;;;;;x
pamir.69.desc;During the harvesting season of the Chinir Festival, women and children are gathering fruits into baskets, and these will be used for many things. Some of the fruit, for example, is turned into khundah, a sticky fruit sauce used in a variety of foods. One of the village woman gives you some khundah to sample, and it is delicious.;;;;;;;;;;;x
pamir.69.a;It tastes so sweet.;;;;;;;;;;;;;x
pamir.70.desc;It is common tradition that during the Chinir Festival, whenever a person helps someone outside their household with the harvest, that the one being helped offer some sheep or goat meat. The farmer whom you are helping harvest the crops for is offering you some.;;;;;;;;;;;x
pamir.70.a;Thank you!;;;;;;;;;;;;;x
pamir.71.desc;By assisting the farmers with the harvesting of grains during the Chinir Festival, you have learned quite a bit about some aspects of agriculture and various aspects of village life.;;;;;;;;;;;x
pamir.71.a;It's most enlightening.;;;;;;;;;;;;;x
pamir.72.desc;During the harvesting season, it is custom for people to start gathering leaves and putting them in sacks. Later, during the winter, these will be used as fodder for animals. This can start as early as the Chinir Festival, and you wonder if you should help those who have been assigned to this task in the village. It is an important thing, after all, so maybe you should contribute.;;;;;;;;;;;x
pamir.72.a;Sure, why not? It sounds fun.;;;;;;;;;;;;;x
pamir.72.b;I am not doing peasants' work.;;;;;;;;;;;;;x
pamir.73.desc;You are enjoying some nigan and baat - flour porridge and liquid butter. It is a simple meal, yet integral to the chinir celebrations.;;;;;;;;;;;x
pamir.73.a;It may be simple, but it's hearty and delicious!;;;;;;;;;;;;;x
