VIET_amalfion_connections_desc;This character has recently established some useful connections with Amalfion, the Latin monastery located at Mount Athos.;Ce personnage a récemment établi des liens utiles avec Amalfion, le monastère latin situé au mont Athos.;;;;;;;;;;x;x
VIET_amalfion_monk_background;Latin Monk from Amalfion;Moine latin d'Amalfion;;;;;;;;;;x;x
VIET_amalfion_monk_background_desc;This character lived part of their life at Amalfion, the Latin monastery situated at Mount Athos in Greece.;Ce personnage a vécu une partie de sa vie à Amalfion, le monastère latin situé au mont Athos en Grèce.;;;;;;;;;;x;x
VIET_recent_siren_temple_visit;Recently visited the Temple to the Sirens;A récemment visité le temple aux sirènes;;;;;;;;;;x;x
VIET_amalfi_resort_villas;Villas of the Amalfi Coast;Villas de la côte amalfitaine;;;;;;;;;;x;x
VIET_amalfi_resort_villas_desc;For centuries, the Amalfi Coast has served as a place for relaxation and fun for those aristocrats and elites around the Mediterranean who could afford to travel to and visit there. Many of them, particularly powerful local families, have kept vacation villas for generations, some supposedly since Roman times.;Pendant des siècles, la côte amalfitaine a été un lieu de détente et de divertissement pour les aristocrates et les élites de la Méditerranée qui pouvaient se permettre de voyager. Nombre d'entre elles, notamment des familles locales particulièrement puissantes, ont gardé des villas de vacances pendant des générations, certaines supposément depuis l'époque romaine.;;;;;;;;;;x;x
fp_amalfi_lemon_1;Lemon Garden;Jardin de citron;;;;;;;;;;x;x
fp_amalfi_lemon_1_desc;In the manor's garden are some lemon trees. The Amalfi Coast has always been renowned for its unique lemons, called "sfusato amalfitano." ;Dans le jardin du manoir se trouvent des citronniers. La côte amalfitaine a toujours été réputée pour ses citrons uniques, appelés "sfusato amalfitano".;;;;;;;;;;x;x
fp_amalfi_lemon_2;Lemon Alcohol Maker;Fabricant d'alcool de citron;;;;;;;;;;x;x
fp_amalfi_lemon_2_desc;An alochol maker has been set up in the palace courtyard. Lemon flavored alcoholic beverages are a major export of Amalfi and made using the special lemons produced along the Amalfi Coast.;Un fabricant d’alcool a été installé dans la cour du palais. Les boissons alcoolisées aromatisées au citron constituent un important produit d’exportation d’Amalfi et sont élaborées à partir des citrons spéciaux produits le long de la côte amalfitaine.;;;;;;;;;;x;x
fp_amalfi_lemon_3;Lemon Groves;Citronniers;;;;;;;;;;x;x
fp_amalfi_lemon_3_desc;Besides this manor are many terraced lemon groves. The Amalfi Coast has always been renowned for its unique lemons, called "sfusato amalfitano." ;Outre ce manoir se trouvent de nombreuses plantations de citronniers en terrasse. La côte amalfitaine a toujours été réputée pour ses citrons uniques, appelés "sfusato amalfitano".;;;;;;;;;;x;x
fp_amalfi_chestnuts;Chestnut Farms of Scala;Fermes de Châtaignier de Scala;;;;;;;;;;x;x
fp_amalfi_chestnuts_desc;This family is focusing its business investments in the chestnut farms of Scala, a settlement on the Amalfi Coast. The town's chestnuts are popular across the region.;Cette famille concentre ses investissements dans les exploitations de châtaigniers de Scala, une colonie située sur la côte amalfitaine. Les châtaignes de la ville sont populaires dans toute la région.;;;;;;;;;;x;x
fp_amalfi_ceramics;Ceramic Kilns of Vietri sul Mare;Fours à céramique de Vietri sul Mare;;;;;;;;;;x;x
fp_amalfi_ceramics_desc;This family is focusing its business investments in the ceramic makers of Vietri sul Mare, a settlement on the Amalfi Coast. These colorful ceramics are highly regarded by many.;Cette famille concentre ses investissements dans les fabricants de céramique de Vietri sul Mare, une colonie située sur la côte amalfitaine. Ces céramiques colorées sont très appréciées par beaucoup de monde.;;;;;;;;;;x;x
fp_amalfi_silk;Silk Weavers of Praiano;Tisserands de Praiano;;;;;;;;;;x;x
fp_amalfi_silk_desc;This family is focusing its business investments in the silk industry in Praiano, a settlement on the Amalfi Coast. Though not as great as silk from elsewhere, it is still quite profitable.;Cette famille concentre ses investissements commerciaux dans l’industrie de la soie à Praiano, une colonie située sur la côte amalfitaine. Bien que pas aussi grande que la soie d’ailleurs, elle est quand même assez rentable.;;;;;;;;;;x;x
fp_amalfi_fish;Fisheries of the Amalfi Coast;Pêche de la côte amalfitaine;;;;;;;;;;x;x
fp_amalfi_fish_desc;This family is focusing its business investments in Amalfi's fish industry. The waters of the Amalfi Coast are known for being a mare piscosum - a sea abounding in all types of fish.;Cette famille concentre ses investissements dans l'industrie du poisson d'Amalfi. Les eaux de la côte amalfitaine sont connues pour être une mare piscosum - une mer riche en tous les types de poissons.;;;;;;;;;;x;x
fp_amalfi_coral;Coral Workers of Amalfi;Travailleurs coralliens d'Amalfi;;;;;;;;;;x;x
fp_amalfi_coral_desc;This family is focusing its business investments in Amalfi's coral industry. The coral is taken from seaside villages along the Amalfi Coast like Praiano, before being turned into jewelry and prayer beads in the workshops of Scala, a nearby town.;Cette famille concentre ses investissements dans l'industrie corallienne d'Amalfi. Le corail provient de villages côtiers de la côte amalfitaine, comme Praiano, avant d'être transformé en bijoux et en perles de prière dans les ateliers de Scala, une ville voisine.;;;;;;;;;;x;x
fp_amalfi_lemon;Lemon Growers of Amalfi;Producteurs de citron d'Amalfi;;;;;;;;;;x;x
fp_amalfi_lemon_desc;This family is focusing its business investments in Amalfi's famous lemon industry. Though many powerful Amalfian families keep lemon groves, this family seeks to dominate these markets!;Cette famille concentre ses investissements commerciaux dans la célèbre industrie du citron d'Amalfi. Bien que de nombreuses familles amalfiennes détiennent des citronniers, cette famille cherche à dominer ces marchés !;;;;;;;;;;x;x
VIET_amalfi_chestnut_focus;Business Focus on the Chestnut Farms of Scala;Focus d'affaires sur les exploitations maraîchères de Scala;;;;;;;;;;x;x
VIET_amalfi_chestnut_focus_desc;This family is focusing its business investments in the chestnut farms of Scala, a settlement on the Amalfi Coast. The town's chestnuts are popular across the region.;Cette famille concentre ses investissements dans les exploitations de châtaigniers de Scala, une colonie située sur la côte amalfitaine. Les châtaignes de la ville sont populaires dans toute la région.;;;;;;;;;;x;x
VIET_amalfi_ceramics_focus;Business Focus on the Ceramic Kilns of Vietri sul Mare;Focus d'affaires sur les fours à céramique de Vietri sul Mare;;;;;;;;;;x;x
VIET_amalfi_ceramics_focus_desc;This family is focusing its business investments in the ceramic makers of Vietri sul Mare, a settlement on the Amalfi Coast. These colorful ceramics are highly regarded by many.;Cette famille concentre ses investissements dans les fabricants de céramique de Vietri sul Mare, une colonie située sur la côte amalfitaine. Ces céramiques colorées sont très appréciées par beaucoup.;;;;;;;;;;x;x
VIET_amalfi_silk_focus;Business Focus on the Silk Weavers of Praiano;Focus d'affaires sur les tisserands de la soie de Praiano;;;;;;;;;;x;x
VIET_amalfi_silk_focus_desc;This family is focusing its business investments in the silk industry in Praiano, a settlement on the Amalfi Coast. Though not as esteemed as silk from elsewhere, it is still quite profitable.;Cette famille concentre ses investissements commerciaux dans l’industrie de la soie à Praiano, une colonie située sur la côte amalfitaine. Même si elle n’est pas aussi appréciée que la soie d’ailleurs, elle reste tout à fait rentable.;;;;;;;;;;x;x
VIET_amalfi_fish_focus;Business Focus on the Fisheries of the Amalfi Coast;Focus d'affaires sur les entreprises de pêche de la côte amalfitaine;;;;;;;;;;x;x
VIET_amalfi_fish_focus_desc;This family is focusing its business investments in Amalfi's fish industry. The waters of the Amalfi Coast are known for being a mare piscosum - a sea abounding in all types of fish.;Cette famille concentre ses investissements dans l'industrie du poisson d'Amalfi. Les eaux de la côte amalfitaine sont connues pour être une mare piscosum - une mer riche en tous les types de poissons.;;;;;;;;;;x;x
VIET_amalfi_coral_focus;Business Focus on the Coral Workers of Amalfi;Focus d'affaires sur les ouvriers du corail d'Amalfi;;;;;;;;;;x;x
VIET_amalfi_coral_focus_desc;This family is focusing its business investments in Amalfi's coral industry. The coral is taken from seaside villages along the Amalfi Coast like Praiano, before being turned into jewelry and prayer beads in the workshops of Scala, a nearby town.;Cette famille concentre ses investissements dans l'industrie corallienne d'Amalfi. Le corail provient de villages côtiers de la côte amalfitaine, comme Praiano, avant d'être transformé en bijoux et en perles de prière dans les ateliers de Scala, une ville voisine.;;;;;;;;;;x;x
VIET_amalfi_lemon_focus;Business Focus on the Lemon Growers of Amalfi;Focus sur les producteurs de citron d'Amalfi;;;;;;;;;;x;x
VIET_amalfi_lemon_focus_desc;This family is focusing its business investments in Amalfi's famous lemon industry. Though many powerful Amalfian families keep lemon groves, this family seeks to dominate these markets!;Cette famille concentre ses investissements commerciaux dans la célèbre industrie du citron d'Amalfi. Bien que de nombreuses familles amalfiennes détiennent des citronniers, cette famille cherche à dominer ces marchés !;;;;;;;;;;x;x
title_warden_of_gallo_lungo;Warden of Gallo Lungo;Gardien de Gallo Lungo;;;;;;;;;;x;x
title_warden_of_gallo_lungo_desc;On the small island of Gallo Lungo is a watchtower which was built to warn the inhabitants of the Amalfi Coast about any incoming pirates and attackers. Because of its importance, the person assigned to be in charge of this tower has to be responsible and dutiful.;Sur la petite île de Gallo Lungo, une tour de guet a été construite pour avertir les habitants de la côte amalfitaine de l'arrivée éventuelle de pirates et d'assaillants. En raison de son importance, la personne chargée de diriger cette tour doit être responsable et consciencieuse.;;;;;;;;;;x;x
VIET_no_current_amalfi_focus;Does not have a current Amalfian business focus;N'a pas de focus d'affaires amalfien actuellement;;;;;;;;;;x;x
choose_amalfi_business_focus;Choose a Business Focus in Amalfi;Choisissez un focus d'affaires à Amalfi;;;;;;;;;;x;x
choose_amalfi_business_focus_desc;As one of the prominent patrician families in Amalfi, it is imperative that we invest in one of Amalfi's major industries in order to expand our wealth and connections.;En tant que l'une des familles patriciennes les plus en vue d'Amalfi, il est impératif que nous investissions dans l'une des principales industries d'Amalfi afin d'accroître notre richesse et nos relations.;;;;;;;;;;x;x
VIET_amalfi_gallo_lungo_watchtower;Watchtower of Gallo Lungo;Tour de guet de Gallo Lungo;;;;;;;;;;x;x
VIET_amalfi_gallo_lungo_watchtower_desc;Some distance from the Amalfian town of Positano are a group of islands called the Sirenusas. On the largest island, Gallo Lungo, stands a small but mighty watchtower, whose purpose is to warn the inhabitants of the Amalfi Coast about any incoming pirates or invaders.;A quelque distance de la ville amalfienne de Positano se trouve un groupe d'îles appelées les Sirenusas. Sur la plus grande île, Gallo Lungo, se trouve une petite mais puissante tour de guet, dont le but est de prévenir les habitants de la côte amalfitaine de l'arrivée de nouveaux pirates ou envahisseurs.;;;;;;;;;;x;x
VIET_amalfi_agerola_white_rose;Bought White Rosaria from Agerola;Roseraie Blanche achetée à Agerola;;;;;;;;;;x;x
VIET_amalfi_sorrentine_wood_deal;Exclusive Exporter of Sorrentine Lumber;Exportateur Exclusif de Bois de Sorrente;;;;;;;;;;x;x
VIET_amalfi_sorrentine_wood_deal_desc;This patrician has an exclusive deal with a foreign customer to export lumber made from the abundant woodlands of the Sorrentine peninsula.;Ce patricien a signé un accord exclusif avec un client étranger pour l’exportation de bois d’œuvre fabriqué à partir des forêts abondantes de la péninsule de Sorrente.;;;;;;;;;;x;x
VIET_amalfi_sorrentine_wood_military;Sorrentine Wood Surplus used for Military;Surplus de bois de Sorrente utilisé pour l'armée;;;;;;;;;;x;x
VIET_amalfi_sorrentine_wood_building;Sorrentine Wood Surplus used for Construction;Surplus de bois de Sorrente utilisé pour la construction;;;;;;;;;;x;x
found_amalfion;Found the Monastery of Amalfion;A fondé le monastère d'Amalfion;;;;;;;;;;x;x
found_amalfion_desc;A number of Benedictine monks in the region have been proposing that we help establish a monastery in Mount Athos, to encourage relations between the Western and Eastern Churches.;Un certain nombre de moines bénédictins de la région ont proposé que nous aidions à établir un monastère au mont Athos, afin de favoriser les relations entre les églises occidentale et orientale.;;;;;;;;;;x;x
VIET_amalfi_established_amalfion;Helped Found Amalfion;A aidé à fonder Amalfion;;;;;;;;;;x;x
VIET_amalfi_established_amalfion_desc;This Amalfion patrician led the effort to establish the Amalfion, a Latin monastery on Mount Athos.;Ce patricien d'Amalfion a dirigé les efforts visant à établir Amalfion, un monastère latin sur le mont Athos.;;;;;;;;;;x;x
monogatari_amalfi_amalfion_established;Helped Found Amalfion;A aidé à fonder Amalfion;;;;;;;;;;x;x
monogatari_amalfi_improving_amalfion;Improving relations through Amalfion;Améliorer les relations grâce à Amalfion;;;;;;;;;;x;x
;;;;;;;;;;;;x
amalfi.0.desc;;;;;;;;;;;;x;x
amalfi.0.a;ffff;ffff;;;;;;;;;;;;x
amalfi.1.desc;Perhaps it is best for our family to invest in an industry that is centered around a famous product from a local town:;Il est peut-être préférable que notre famille investisse dans une industrie centrée sur un produit célèbre d'une ville locale :;;;;;;;;;;x;x
amalfi.1.a;Chestnut farms of Scala;ffff;;;;;;;;;;;;x
amalfi.1.b;Ceramic kilns of Vietri sul Mare;ffff;;;;;;;;;;;;x
amalfi.1.c;Silk weavers of Praiano;ffff;;;;;;;;;;;;x
amalfi.1.d;I want to focus on something else;ffff;;;;;;;;;;;;x
amalfi.2.desc;Perhaps it is best for our family to invest in a local industry that is more spread throughout the Amalfi Coast:;Il est peut-être préférable que notre famille investisse dans une industrie locale plus répandue sur la côte amalfitaine :;;;;;;;;;;x;x
amalfi.2.a;Fisheries of the Amalfi Coast;ffff;;;;;;;;;;;;x
amalfi.2.b;Coral workers of Amalfi;ffff;;;;;;;;;;;;x
amalfi.2.c;Lemon growers of Amalfi;ffff;;;;;;;;;;;;x
amalfi.2.d;I want to focus on something else;ffff;;;;;;;;;;;;x
VIET_amalfi_focus_choice_text;\n\nYou can only choose to invest in one Amalfian industry every ten years. Choose wisely!\n\n;\n\nVous ne pouvez choisir d’investir que dans une industrie amalfienne tous les dix ans. Choisissez judicieusement !\n\n;;;;;;;;;;x;x
VIET_amalfi_chestnut_choice_text;\n\nFocus on fertility and intrigue\n\nYou can only choose one focus every ten years. Choose wisely!;\n\nFocus sur la fertilité et l'intrigue\n\nVous ne pouvez choisir qu'un seul focus tous les dix ans. Choisissez sagement !;;;;;;;;;;x;x
VIET_amalfi_ceramics_choice_text;\n\nFocus on tech growth and stewardship\n\nYou can only choose one focus every ten years. Choose wisely!;\n\nFocus sur la croissance technologique et l'intendance\n\nVous ne pouvez choisir qu'un seul foyer tous les dix ans. Choisissez sagement !;;;;;;;;;;x;x
VIET_amalfi_silk_choice_text;\n\nFocus on extra gold compared to the other focuses\n\nYou can only choose one focus every ten years. Choose wisely!;\n\nFocus sur l'or supplémentaire par rapport aux autres objectifs\n\nVous ne pouvez choisir qu'un objectif tous les dix ans. Choisissez sagement !;;;;;;;;;;x;x
VIET_amalfi_fish_choice_text;\n\nFocus on land morale and levy reinforcement\n\nYou can only choose one focus every ten years. Choose wisely!;\n\nFocus sur le moral terrestre et le renforcement des levées\n\nVous ne pouvez choisir qu'un seul focus tous les dix ans. Choisissez sagement !;;;;;;;;;;x;x
VIET_amalfi_coral_choice_text;\n\nFocus on piety and learning\n\nYou can only choose one focus every ten years. Choose wisely!;\n\nFocus sur la piété et l'apprentissage\n\nVous ne pouvez choisir qu'un seul focus tous les dix ans. Choisissez sagement !;;;;;;;;;;x;x
VIET_amalfi_lemon_choice_text;\n\nFocus on prestige and diplomacy\n\nYou can only choose one focus every ten years. Choose wisely!;\n\nFocus sur le prestige et la diplomatie\n\nVous ne pouvez choisir qu'un seul focus tous les dix ans. Choisissez sagement !;;;;;;;;;;x;x
amalfi.3.desc;As one of the most prominent patrician families dominating the market in Amalfi, we make money in a lot of different ways. I have decided that for now, we should focus our investments in one of Amalfi's many exports to maximize profits.;En tant que l’une des familles de patriciens les plus en vue qui dominent le marché à Amalfi, nous gagnons de l’argent de nombreuses façons différentes. J'ai décidé que pour l'instant, nous devrions concentrer nos investissements dans l'une des nombreuses exportations d'Amalfi afin de maximiser les profits.;;;;;;;;;;x;x
amalfi.3.a;A famous export from a specific settlement interests me;Une célèbre exportation d'une colonie spécifique m'intéresse;;;;;;;;;;;;x
amalfi.3.b;An industry spread throughout Amalfi would be better;Une industrie dispersée à travers Amalfi serait mieux;;;;;;;;;;;;x
amalfi.4.desc;;;;;;;;;;;;x;x
amalfi.4.a;ffff;ffff;;;;;;;;;;;;x
amalfi.5.desc;;;;;;;;;;;;x;x
amalfi.5.a;ffff;ffff;;;;;;;;;;;;x
amalfi.6.desc;;;;;;;;;;;;x;x
amalfi.6.a;ffff;ffff;;;;;;;;;;;;x
amalfi.7.desc;;;;;;;;;;;;x;x
amalfi.7.a;ffff;ffff;;;;;;;;;;;;x
amalfi.8.desc;;;;;;;;;;;;x;x
amalfi.8.a;ffff;ffff;;;;;;;;;;;;x
amalfi.9.desc;;;;;;;;;;;;x;x
amalfi.9.a;ffff;ffff;;;;;;;;;;;;x
amalfi.10.desc;After careful consultation with scholars, merchants, theologians, lawyers, bureaucrats, and other experts, both local Amalfians and others from abroad, we have laid down the foundations for the Tabula Amalfitana, or the Amalfian Laws. These maritime laws will provide a consistent, reasonable, and legal way of handling nautical disputes and issues. It seems that word of our achievement has already spread far and wide, and there are talks in other ports that they might adopt these Laws as the basis for their own.;Après des consultations approfondies avec des érudits, des marchands, des théologiens, des avocats, des bureaucrates et d'autres experts, tant Amalfiens locaux qu'étrangers, nous avons jeté les bases de la Tabula Amalfitana, ou lois amalfiennes. Ces lois maritimes fourniront un moyen cohérent, raisonnable et juridique de traiter les litiges et questions liés à la navigation de plaisance. Il semble que la nouvelle de nos réalisations se soit déjà largement répandue et des discussions sont en cours dans d'autres ports sur la possibilité que ces lois soient adoptées comme base de la leur.;;;;;;;;;;x;x
amalfi.10.a;This is a proud day for Amalfi.;ffff;;;;;;;;;;;;x
amalfi.11.title;Tabula Amalfitana;Tabula Amalfitana;;;;;;;;;;x;x
amalfi.11.desc;Under the leadership of [From.GetTitledName], Republic of Amalfi has recently enacted the so-called Tabula Amalfitana, or the Amalfian Laws. Though they are not necessarily the first maritime laws ever established, they are comprehensive, consistent, and far-reaching in a way no other code has been. Already, port cities around the Mediterranean are beginning to show interest in using these as a foundation for their own maritime laws. Such fame and prestige surely reflects well on Amalfi, undoubtedly.;Sous la direction de [From.GetTitledName], la République d'Amalfi a récemment promulgué la loi dite Tabula Amalfitana, ou lois amalfiennes. Bien qu'elles ne soient pas nécessairement les premières lois maritimes jamais établies, elles sont complètes, cohérentes et d'une portée qu'aucun autre code précédent n'a eu. Déjà, les villes portuaires de la Méditerranée commencent à manifester leur intérêt pour les utiliser comme base de leurs propres lois maritimes. Cette renommée et ce prestige se reflètent certainement bien sur Amalfi.;;;;;;;;;;x;x
amalfi.11.a;This should help our own business enterprises greatly.;ffff;;;;;;;;;;;;x
amalfi.11.b;Interesting news!;ffff;;;;;;;;;;;;x
amalfi.12.desc;Though the Tabula Amalfitana, or the Amalfian Laws, have served us well for many years, we have decided to reform the laws - add and remove things where needed, clarify aspects that may have been confusing or contradictory, and so on.  It is an immense effort, given the complexities of maritime law, but this endeavor has certainly been worth it. Hopefully, the Amalfian Laws will continue to provide a standard for the rest of the world for years to come!;Bien que la Tabula Amalfitana, ou les lois amalfiennes, nous servent bien depuis de nombreuses années, nous avons décidé de réformer les lois - ajouter et supprimer des éléments si nécessaire, clarifier les aspects qui ont pu être source de confusion ou de contradiction, etc. Compte tenu de la complexité du droit maritime, c’est un effort immense, mais cet effort en a certainement valu la peine. Espérons que les lois amalfiennes continueront de fournir une norme au reste du monde pour les années à venir !;;;;;;;;;;x;x
amalfi.12.a;Amalfi should be proud!;ffff;;;;;;;;;;;;x
amalfi.13.title;Tabula Amalfitana Reforms;Réformes de la Tabula Amalfitana;;;;;;;;;;x;x
