#Stuff;;;;;;;;;;;;;;x
dunhuang_suo_bloodline;Blood of the Suo Clan;xxx;;;;;;;;;;;;x
dunhuang_suo_bloodline_desc;The Suo have lived in Dunhuang since the Han Dynasty. Famed for their learning and culture, their most famous member was the calligrapher Suo Jing.;xxx;;;;;;;;;;;;x
VIET_zhai_fengda_modifier;Zhai Fengda, the great Calendarist;xxx;;;;;;;;;;;;x
VIET_zhai_fengda_modifier_desc;Zhai Fengda is well-known in Dunhuang's elite circles for his scholarly work, particularly in regards to calendars and astronomy. Although his lineage is of one of Dunhuang's great clans, his family was not as prosperous when he was born, and his father was a simple clerk. Despite his humble beginnings, he rose to become one of the most respected officials in Dunhuang.;xxx;;;;;;;;;;;;x
VIET_zhai_fengda_modifier_generic;The Great Calendarist;xxx;;;;;;;;;;;;x
VIET_zhai_fengda_modifier_generic;[Root.GetTitledName] is well-known in Dunhuang's elite circles for his scholarly work, particularly in regards to calendars and astronomy. Although he was not always one of the best students, he has a natural talent as a calendarist and astronomer, and is rising to become one of the most respected officials in Dunhuang.;xxx;;;;;;;;;;;;x
VIET_built_mogao_cave_normal;Recently Patronized Mogao Cave;xxx;;;;;;;;;;;;x
VIET_built_mogao_cave_normal_desc;This character recently patronized the construction of a Buddha Grotto in the Mogao Caves near Dunhuang. This deed will certainly bring them good karmic merit.;xxx;;;;;;;;;;;;x
VIET_built_mogao_cave_big;Recently Patronized Large Mogao Cave;xxx;;;;;;;;;;;;x
VIET_built_mogao_cave_big_desc;This character recently patronized the construction of a large Buddha Grotto in the Mogao Caves near Dunhuang. The cave is quite beautiful, and befits that of a member of the elite.;xxx;;;;;;;;;;;;x
VIET_built_mogao_cave_bigger;Recently Patronized Very Large Mogao Cave;xxx;;;;;;;;;;;;x
VIET_built_mogao_cave_bigger_desc;This character recently patronized the construction of a very large Buddha Grotto in the Mogao Caves near Dunhuang. The cave is one of the most splendid and largest built in many years, and has won praise and admiration from many.;xxx;;;;;;;;;;;;x
VIET_built_mogao_cave_biggest;Recently Patronized Grand Mogao Cave;xxx;;;;;;;;;;;;x
VIET_built_mogao_cave_biggest_desc;This character recently patronized the construction of an extremely grand new Buddha Grotto in the Mogao Caves near Dunhuang. The cave is one of the biggest cave complexes at the entire Mogao site, full of dazzling visuals and breathtaking art.;xxx;;;;;;;;;;;;x
dunhuang_reinforce_relations;Reinforce Relations with Dunhuang's Communities;xxx;;;;;;;;;;;;x
dunhuang_reinforce_relations_desc;The Gansu region is home to many different ethnic communities. It would be wise to improve relations with the leaders and elites of one of these communities.;xxx;;;;;;;;;;;;x
VIET_dunhuang_civilized_eastern_contacts;Contacts with Chinese Elites of Dunhuang;xxx;;;;;;;;;;;;x
VIET_dunhuang_civilized_eastern_contacts_desc;This character has connections with the Chinese of Dunhuang, and a good relationship with the region's Chinese elites.;xxx;;;;;;;;;;;;x
VIET_dunhuang_civilized_western_contacts;Contacts with Iranian Elites of Dunhuang;xxx;;;;;;;;;;;;x
VIET_dunhuang_civilized_western_contacts_desc;This character has connections with the Iranians of Dunhuang, and a good relationship with the region's Iranian elites.;xxx;;;;;;;;;;;;x
VIET_dunhuang_barbarian_southern_contacts;Contacts with Himalayan Elites of Dunhuang;xxx;;;;;;;;;;;;x
VIET_dunhuang_barbarian_southern_contacts_desc;This character has connections with the Himalayan peoples living in Dunhuang, and a good relationship with the elites of these communities.;xxx;;;;;;;;;;;;x
VIET_dunhuang_barbarian_northern_contacts;Contacts with Nomad Elites of Dunhuang;xxx;;;;;;;;;;;;x
VIET_dunhuang_barbarian_northern_contacts_desc;This character has connections with the steppe nomads living in Dunhuang, and a good relationship with the elites of these communities.;xxx;;;;;;;;;;;;x
tr_dunhuang_rhubarb_industry;Rhubarb Industry;xxx;;;;;;;;;;;;x
tr_dunhuang_rhubarb_industry_desc;Rhubarb, a popular vegetable known for its medicinal properties in China, was first cultivated near the city of Jiuquan, and is a major export of the Dunhuang region.;xxx;;;;;;;;;;;;x
tr_dunhuang_melon_industry;Melon Industry;xxx;;;;;;;;;;;;x
tr_dunhuang_melon_industry_desc;Dunhuang is famous for its fruits, especially melons. In fact, another name for the Dunhuang region, Guazhou, means Melon Prefecture.;xxx;;;;;;;;;;;;x
tr_dunhuang_irrigation_infrastructure;Dunhuang Irrigation;xxx;;;;;;;;;;;;x
tr_dunhuang_irrigation_infrastructure_desc;Dunhuang's original irrigation infrastructure was built under the leadership of Yang Xuan who lived in the 4th century. Recent rulers have made substantial additions to this complicated network of canals, dams, and sluices.;xxx;;;;;;;;;;;;x
tr_dunhuang_confucian_academy;Confucian Academy;xxx;;;;;;;;;;;;x
tr_dunhuang_confucian_academy_desc;The teachings of Confucius form a major part of Chinese administration and learning, then and now, and the Chinese community of Dunhuang is home to several academies modeled after their counterparts back in central China.;xxx;;;;;;;;;;;;x
tr_dunhuang_art_schools;Dunhuang Art Schools;xxx;;;;;;;;;;;;x
tr_dunhuang_art_schools_desc;The convergence of many different cultural and religious traditions in Dunhuang has over generations given rise to unique styles of art. Many schools of art operate in the area and are employed in the construction of the nearby Mogao caves.;xxx;;;;;;;;;;;;x
tr_dunhuang_nomad_caravan_guards;Nomad Caravan Guards;xxx;;;;;;;;;;;;x
tr_dunhuang_nomad_caravan_guards_desc;Nomadic warriors have always made their living as mercenaries to protect caravans. Many of them congregate near Dunhuang, the easternmost urban center of the Silk Road before reaching China.;xxx;;;;;;;;;;;;x
VIET_cao_yijin_modifier;Cao Yijin, scion of Cao Cao;xxx;;;;;;;;;;;;x
VIET_cao_yijin_modifier_desc;The Cao family of Dunhuang claim descent from the ambitious, ruthless warlord and prime minister of the Han Dynasty, Cao Cao. However, many say that of all the descendants of Cao Cao throughout the centuries, few match the ambition and ability of Cao Yijin. What mark could he make on Dunhuang's history?;xxx;;;;;;;;;;;;x
nick_the_expander_of_the_west;the Reclaimer of the West;xxx;;;;;;;;;;;;x
attend_nadun_festival;Attend Nadun Festival;xxx;;;;;;;;;;;;x
attend_nadun_festival_desc;The Tuyuhun, also known as the Tu, have a traditional harvest festival called the Nadun. It is a lengthy and joyous occasion. Perhaps I can attend a local celebration this year?;xxx;;;;;;;;;;;;x
VIET_dunhuang_gift_foreign_art;Recent Gift of Foreign Art;xxx;;;;;;;;;;;;x
VIET_dunhuang_rhubarb_person;Taking Rhubarb Medicine;xxx;;;;;;;;;;;;x
VIET_dunhuang_foreign_art_decor;Tarim Basin House Decor;xxx;;;;;;;;;;;;x
VIET_dunhuang_foreign_art_decor_desc;This character recently decided to upgrade their house with some nice artwork that was made by combining the art styles of various cultures of the Tarim Basin, including Chinese, Tocharian, Sogdian, Khotanese, Tibetan, and more.;xxx;;;;;;;;;;;;x
VIET_dunhuang_irrigation_experts;Dunhuang Irrigation Systems Repaired;xxx;;;;;;;;;;;;x
VIET_dunhuang_irrigation_experts_desc;Experts from China were recently hired to come to the Dunhuang region and repair some of its old irrigation systems, which have been around for centuries if not more.;xxx;;;;;;;;;;;;x
VIET_dunhuang_recent_sogdian_friend_deals;Business Partnership with Sogdian Friend;xxx;;;;;;;;;;;;x
VIET_dunhuang_recent_sogdian_friend_deals_desc;This character, along with their friend, a Sogdian merchant, recently concluded a lucrative business deal. The Sogdians are infamous among the peoples of the Silk Road for their acumen and cunning when it comes to matter of trade and commerce.;xxx;;;;;;;;;;;;x
VIET_dunhuang_pretty_new_iranian_serving_girl;New Serving Girl;xxx;;;;;;;;;;;;x
VIET_dunhuang_pretty_new_iranian_serving_girl_desc;This character recently bought a serving girl who originated from the Iranian or Tocharian peoples of Central Asia. They are known for their beauty, especially in the far east, so it's clear why she was brought into this person's household.;xxx;;;;;;;;;;;;x
VIET_dunhuang_inspired_by_cao_cao;Inspired by Cao Cao;xxx;;;;;;;;;;;;x
VIET_dunhuang_inspired_by_cao_cao_desc;This person is inspired by their august ancestor, the cunning and mighty Cao Cao of ancient Chinese history.;xxx;;;;;;;;;;;;x
VIET_dunhuang_li_family_pride;Li Family Pride;xxx;;;;;;;;;;;;x
VIET_dunhuang_li_family_pride_desc;This ancient and noble Li clan counts among its numbers the great philosopher Laozi, the illustrious general Li Guang, and all fo the Emperors of the Tang Dynasty. This character hails from this august clan, and has been feeling rather proud about their clan as of late.;xxx;;;;;;;;;;;;x
reject.VIET.courtiers;We have no need for their help.;xxx;;;;;;;;;;;;x
VIET_nadun_recent_text;Recently held Nadun Festival;xxx;;;;;;;;;;;;x
VIET_no_current_dunhuang_focus;Currently not reinforcing ties with any of Dunhuang's communities;xxx;;;;;;;;;;;;x
VIET_dunhuang_mogao_cave_artist;Mogao Cave Artist;xxx;;;;;;;;;;;;x
VIET_dunhuang_mogao_cave_merchant;Merchant from Dunhuang;xxx;;;;;;;;;;;;x
VIET_dunhuang_han_manuscript;Chinese Manuscript;xxx;;;;;;;;;;;;x
VIET_dunhuang_han_manuscript_desc;A scroll with elegant writing in Chinese characters, using a more artistic, calligraphic style popular in the Middle Kingdom;xxx;;;;;;;;;;;;x
VIET_dunhuang_khitan_manuscript;Khitan Manuscript;xxx;;;;;;;;;;;;x
VIET_dunhuang_khitan_manuscript_desc;A scroll with elegant writing in the Khitan script, which is based on but simpler than traditional Chinese characters;xxx;;;;;;;;;;;;x
VIET_dunhuang_sogdian_manuscript;Sogdian Manuscript;xxx;;;;;;;;;;;;x
VIET_dunhuang_sogdian_manuscript_desc;A scroll with elegant writing in the Sogdian script, an alphabet commonly used by Sogdian merchants and religious figures;xxx;;;;;;;;;;;;x
VIET_dunhuang_tocharian_manuscript;Tocharian Manuscript;xxx;;;;;;;;;;;;x
VIET_dunhuang_tocharian_manuscript_desc;A scroll with elegant writing in the Tocharian script, an alphabet typically used in various cities of the Tarim Basin;xxx;;;;;;;;;;;;x
VIET_dunhuang_khotanese_manuscript;Khotanese Manuscript;xxx;;;;;;;;;;;;x
VIET_dunhuang_khotanese_manuscript_desc;A scroll with elegant writing in the Khotanese or Saka script, an alphabet originally from the Silk Road entrepot of Khotan;xxx;;;;;;;;;;;;x
VIET_dunhuang_persian_manuscript;Persian Manuscript;xxx;;;;;;;;;;;;x
VIET_dunhuang_persian_manuscript_desc;A scroll with elegant writing in one of the Western Persian languages, which differ from their Eastern Iranian cousins;xxx;;;;;;;;;;;;x
VIET_dunhuang_tibetan_manuscript;Tibetan Manuscript;xxx;;;;;;;;;;;;x
VIET_dunhuang_tibetan_manuscript_desc;A scroll with elegant writing in the Tibetan script, used by the various peoples of the rugged Tibetan Plateau;xxx;;;;;;;;;;;;x
VIET_dunhuang_tangut_manuscript;Tangut Manuscript;xxx;;;;;;;;;;;;x
VIET_dunhuang_tangut_manuscript_desc;A scroll with elegant writing in the Tangut script, which is based on but more complex than traditional Chinese characters;xxx;;;;;;;;;;;;x
VIET_dunhuang_mongol_manuscript;Mongol Manuscript;xxx;;;;;;;;;;;;x
VIET_dunhuang_mongol_manuscript_desc;A scroll with elegant writing in the Mongol script, derived from the Uighur script of the Turkic peoples;xxx;;;;;;;;;;;;x
VIET_dunhuang_turkic_manuscript;Turkic Manuscript;xxx;;;;;;;;;;;;x
VIET_dunhuang_turkic_manuscript_desc;A scroll with elegant writing in the Turkic script, which is used for a variety of Turkic languages like Uighur;xxx;;;;;;;;;;;;x
title_dunhuang_chief_buddhist_controller;Chief Buddhist Controller of Hexi;xxx;;;;;;;;;;;;x
title_dunhuang_chief_buddhist_controller_desc;This member of the clergy is considered the supreme Buddhist clerical official in the Gansu region, based on a title previously appointed by the imperial court of Tang China. They manage the day-to-day bureaucratic issues of the many monasteries and temples in the area.;xxx;;;;;;;;;;;;x
title_dunhuang_head_of_donation_office;Head of the Donation Office;xxx;;;;;;;;;;;;x
title_dunhuang_head_of_donation_office_desc;As the Dunhuang region is filled with Buddhist monasteries and temples, the holder of this title is responsible for handling the administrative side of doling out alms and basic necessities to monks and nuns.;xxx;;;;;;;;;;;;x
title_dunhuang_grandmaster_imperial_entertainments;Grand Master of Imperial Entertainments;xxx;;;;;;;;;;;;x
title_dunhuang_grandmaster_imperial_entertainments_desc;Originally a title from the imperial court of Tang China, the holder of this title nominally manages various events like feasts and musical performances.;xxx;;;;;;;;;;;;x
title_dunhuang_erudite_in_classics;Erudite in the Classics;xxx;;;;;;;;;;;;x
title_dunhuang_erudite_in_classics_desc;This member of the scholar-gentry is (supposedly) learned in the Confucian classics, and spearheads the schooling system in Dunhuang.;xxx;;;;;;;;;;;;x
title_dunhuang_honor_crimson_fish_pouch;Honor of the Crimson Fish Pouch;xxx;;;;;;;;;;;;x
title_dunhuang_honor_crimson_fish_pouch_desc;A fanciful title granted to a scholar or member of the gentry considered important in Dunhuang.;xxx;;;;;;;;;;;;x
VIET_dunhuang_sogdian_merchant_visits;Sogdian Merchant Visits;xxx;;;;;;;;;;;;x
VIET_dunhuang_sogdian_merchant_visits_desc;A powerful and wealthy Sogdian merchant, who has many connections across the Silk Road, recently traveled through this province and did some trading with the locals.;xxx;;;;;;;;;;;;x
VIET_dunhuang_offering_intrigue;Helpful Intelligence from Dunhuang;xxx;;;;;;;;;;;;x
VIET_dunhuang_offering_intrigue_desc;This character's contacts with some communities in Dunhuang have provided them with some valuable information about current plots and intrigue in the region.;xxx;;;;;;;;;;;;x
VIET_dunhuang_offering_military_basic;Military Assistance in Dunhuang;xxx;;;;;;;;;;;;x
VIET_dunhuang_offering_military_basic_desc;A number of communities in Dunhuang have banded together to provide military aid to this character.;xxx;;;;;;;;;;;;x
VIET_dunhuang_offering_military_greater;Military Assistance in Dunhuang;xxx;;;;;;;;;;;;x
VIET_dunhuang_offering_military_greater_desc;A number of communities in Dunhuang have banded together to provide military aid to this character.;xxx;;;;;;;;;;;;x
VIET_dunhuang_offering_piety_basic;Religious Cooperation in Dunhuang;xxx;;;;;;;;;;;;x
VIET_dunhuang_offering_piety_basic_desc;This character has received some support from some of the religious institutions and communities in Dunhuang.;xxx;;;;;;;;;;;;x
VIET_dunhuang_offering_piety_greater;Religious Cooperation in Dunhuang;xxx;;;;;;;;;;;;x
VIET_dunhuang_offering_piety_greater_desc;This character has received some support from some of the religious institutions and communities in Dunhuang.;xxx;;;;;;;;;;;;x
VIET_dunhuang_offering_prestige_basic;General Support in Dunhuang;xxx;;;;;;;;;;;;x
VIET_dunhuang_offering_prestige_basic_desc;This character is currently receiving some support among the population of one of Dunhuang's communities.;xxx;;;;;;;;;;;;x
VIET_dunhuang_offering_prestige_greater;General Support in Dunhuang;xxx;;;;;;;;;;;;x
VIET_dunhuang_offering_prestige_greater_desc;This character is currently receiving some support among the population of one of Dunhuang's communities.;xxx;;;;;;;;;;;;x
VIET_dunhuang_offering_wealth_basic;Dunhuang Business Deals;xxx;;;;;;;;;;;;x
VIET_dunhuang_offering_wealth_basic_desc;This character has a number of mutually profitable business agreements with several prominent members of Dunhuang's various communities.;xxx;;;;;;;;;;;;x
VIET_dunhuang_offering_wealth_greater;Dunhuang Business Deals;xxx;;;;;;;;;;;;x
VIET_dunhuang_offering_wealth_greater_desc;This character has a number of mutually profitable business agreements with several prominent members of Dunhuang's various communities.;xxx;;;;;;;;;;;;x
xxxxxxxx;xxxxxxxx;xxx;;;;;;;;;;;;x
dunhuang.0.desc;xxxxx;;;;;;;;;;;x
dunhuang.0.a;Xxxxxxffff;;;;;;;;;;;;;x
dunhuang.1.desc;xxxxx;;;;;;;;;;;x
dunhuang.1.a;Xxxxxxffff;;;;;;;;;;;;;x
dunhuang.2.desc;xxxxx;;;;;;;;;;;x
dunhuang.2.a;Xxxxxxffff;;;;;;;;;;;;;x
dunhuang.3.desc;xxxxx;;;;;;;;;;;x
dunhuang.3.a;Xxxxxxffff;;;;;;;;;;;;;x
dunhuang.4.desc;xxxxx;;;;;;;;;;;x
dunhuang.4.a;Xxxxxxffff;;;;;;;;;;;;;x
dunhuang.5.desc;xxxxx;;;;;;;;;;;x
dunhuang.5.a;Xxxxxxffff;;;;;;;;;;;;;x
dunhuang.6.desc;xxxxx;;;;;;;;;;;x
dunhuang.6.a;Xxxxxxffff;;;;;;;;;;;;;x
dunhuang.7.desc;xxxxx;;;;;;;;;;;x
dunhuang.7.a;Xxxxxxffff;;;;;;;;;;;;;x
dunhuang.8.desc;xxxxx;;;;;;;;;;;x
dunhuang.8.a;Xxxxxxffff;;;;;;;;;;;;;x
dunhuang.9.desc;xxxxx;;;;;;;;;;;x
dunhuang.9.a;Xxxxxxffff;;;;;;;;;;;;;x
dunhuang.intro.charlemagne;In the heyday of the Tang Dynasty, the flourishing cities of Gansu like Dunhuang, Jiuquan, and Anxi served as the gateway to the Silk Road. Merchants from across the world traveling to and from the east and west traded in exotic goods and wares, while holy men and scholars spread the wisdom and knowledge of different faiths and cultures. However, recent events threaten the stability and prosperity of this region.\n\nThough the An Lushan rebellion in China was crushed years ago, generals and governors turned warlords run rampant across the declining Tang Empire. Furthermore, Tang control is slipping away in frontier regions, and the Tibetan Empire may take advantage of the tenuous situation to conquer wealthy cities like Dunhuang. It is a dangerous era for the gateway of China, but one that will surely be full of opportunities.;;;;;;;;;;;x
dunhuang.intro.oldgods;In the heyday of the Tang Dynasty, the flourishing cities of Gansu like Dunhuang, Jiuquan, and Anxi served as the gateway to the Silk Road. Merchants from across the world traveling to and from the east and west traded in exotic goods and wares, while holy men and scholars spread the wisdom and knowledge of different faiths and cultures. In recent years, there have been some interesting developments.\n\nUnder the leadership of Zhang Yichao, Dunhuang recently threw off the Tibetan yoke, but though Chinese rule has been restored, the Tang Dynasty is collapsing. Zhang Yichao is effectively an independent warlord, while the many families of Dunhuang scheme for greater power. It is a dangerous era for the gateway of China, but one that will surely be full of opportunities.;;;;;;;;;;;x
dunhuang.intro.ironcentury;In the heyday of the Tang Dynasty, the flourishing cities of Gansu like Dunhuang, Jiuquan, and Anxi served as the gateway to the Silk Road. Merchants from across the world traveling to and from the east and west traded in exotic goods and wares, while holy men and scholars spread the wisdom and knowledge of different faiths and cultures. However, that golden age is becoming a distant memory.\n\nYears ago, the great Zhang Yichao overthrew the Tibetan tyrants, but his successors could not maintain control and authority. Parts of the region were even lost to the Uighurs. Eventually, the Cao family stepped in to restore order. Though Dunhuang is weakened, with some luck, the capable Caos might return it to its former glory. It is a dangerous era for the gateway of China, but one that is surely full of opportunities.;;;;;;;;;;;x
dunhuang.10.title;Gateway of China;;;;;;;;;;;x
#dunhuang.10.desc;xxxxx;;;;;;;;;;;x
dunhuang.10.a;I will lead one of the great Chinese families to glory.;;;;;;;;;;;;;x
dunhuang.10.b;I will lead one of the Tuyuhun tribes to glory.;;;;;;;;;;;;;x
dunhuang.10.c;We shall see what fate has in store for the region.;;;;;;;;;;;;;x
VIET_dunhuang_dont_play_anyone_new;Choose to remain playing as [Root.GetTitledName];;;;;;;;;;;x
dunhuang.11.tooltip;Choose to play as one of several elite Chinese families in Dunhuang;;;;;;;;;;;x
dunhuang.11.desc;Dunhuang has been inhabited by Chinese since the days of the Han Dynasty. However, it was only during the era of the Northern and Southern Dynasties that they became more prominent. By the time the Tang Dynasty, elite Chinese families controlled much of the wealth and resources in the region. Heavily connected and intermarried, some of their lineages stretch back centuries, if not more. There are several clans seeking to establish themselves and build for themselves a glorious legacy this western outpost of true civilization:;;;;;;;;;;;x
dunhuang.11.a;The Zhang, the courageous protectors;;;;;;;;;;;;;x
dunhuang.11.b;The Cao, the ambitious officials;;;;;;;;;;;;;x
dunhuang.11.c;The Suo, the ancient scholars;;;;;;;;;;;;;x
dunhuang.11.d;The Li, of the august lineage;;;;;;;;;;;;;x
dunhuang.11.e;The Zhai, the patient learners;;;;;;;;;;;;;x
dunhuang.11.f;The Yin, the cautious merchants;;;;;;;;;;;;;x
dunhuang.11.g;My legacy will not lie with these families but elsewhere.;;;;;;;;;;;;;x
dunhuang.12.title;Gateway of China;;;;;;;;;;;x
#dunhuang.12.desc;xxxxx;;;;;;;;;;;x
dunhuang.12.a;The Zhang shall usher in a new golden age for Dunhuang!;;;;;;;;;;;;;x
dunhuang.12.b;The ambitions of the Cao cannot be stopped!;;;;;;;;;;;;;x
dunhuang.12.c;We shall see what fate has in store for the region.;;;;;;;;;;;;;x
dunhuang.13.desc;xxxxx;;;;;;;;;;;x
dunhuang.13.a;Xxxxxxffff;;;;;;;;;;;;;x
dunhuang.14.desc;xxxxx;;;;;;;;;;;x
dunhuang.14.a;Xxxxxxffff;;;;;;;;;;;;;x
dunhuang.15.title;The Tuyuhun;;;;;;;;;;;x
dunhuang.15.tooltip; \n\nChoose to play one of the remnants of the Tuyuhun Kingdom in Qinghai;;;;;;;;;;;x
dunhuang.15.desc;We Tuyuhun were once a great, powerful kingdom in the Gansu and Qinghai regions before the Tibetans defeated us generations ago. Now, scattered remnants of our people exist as petty tribes, some other Tibetan control and others under Chinese control.\n\nYou, [Root.GetTitledName], are among the last Tuyuhun chiefs holding any significant amount of power and respectability. Times are tough for the Tuyuhun, and many of our brethren have migrated eastward where they have been slowly assimilating into the dominant Chinese populations. We must be brave and cunning if we are to survive in the current political climate. If heaven favors us, perhaps we may even be able to restore our old kingdom one day.;;;;;;;;;;;x
dunhuang.15.a;Only time will tell what will happen.;;;;;;;;;;;;;x
dunhuang.16.tooltip; \n\nThe Zhangs are stalwart defenders of Dunhuang and its people, and have served as officials for many years. They are highly regarded by many.;;;;;;;;;;;x
dunhuang.16.title;The Courageous Protectors;;;;;;;;;;;x
dunhuang.16.desc.a;The Zhang family have been one of several elite families in Dunhuang for generations. Only heaven knows why the world is in chaos. In light of recent events, some say the Tang are losing the mandate of heaven, and may never recover. The Tibetans have taken advantage of this situation, and have already seized control of several prefectures. Within a couple decades, they may very well control all of Dunhuang.\n\nGiven our family's abilities as administrators, the Tibetans appointed us as officials in the region. Yet their trust in us is an opportunity. There has already been talk of rebellion against Tibet, but we and other, more level-headed clans, such as the Caos, know that the Tibetans are strong, so we must bide our time. No matter how many generations it takes, we will throw off the yoke of Tibetan rule one day!;;;;;;;;;;;x
dunhuang.16.desc.b;The Zhang family have been one of several elite families in Dunhuang for generations, but almost two decades ago, we became the greatest of these families when we led Dunhuang and the surrounding prefectures in rebellion against our Tibetan overlords, restoring Chinese rule to the region. Yet all is not calm.\n\nWe are no fools, and know we face dangers from all sides. Though we are not brutish and power-hungry like the other generals and governors, the declining Tang Dynasty's leadership does not trust us. Meanwhile, Turkic nomads covet our lands. Most dangerously of all, perhaps, are Dunhuang's scheming noble families, who have motives of their own. We must be strong and united if Dunhuang is to grow and prosper, but under our family's rule, we have no doubt that great things can be achieved.;;;;;;;;;;;x
dunhuang.16.a;The Zhang shall usher in a new golden age for Dunhuang!;;;;;;;;;;;;;x
dunhuang.17.tooltip; \n\nThe Caos are supposedly descended from the warlord and prime minister Cao Cao of the Three Kingdoms period. Like their forebear, they are highly ambitious and cunning.;;;;;;;;;;;x
dunhuang.17.title;The Ambitious Officials;;;;;;;;;;;x
dunhuang.17.desc.a;Cao Cao. To some, a ruthless villain who would stop at nothing to satisfy his thirst for power. To others, a cunning and pragmatic hero who did what was needed to bring peace to a world torn by war. To us, however, his blood runs in our veins, and so he is our revered ancestor.\n\nMany years after the era of the Three Kingdoms, our branch of the Cao clan came to Dunhuang, where we became one of the elite families of this land. However, the world is in chaos once more. As the Tang suffer from the aftermath of the An Lushan rebellion, the Tibetans march north with designs on Dunhuang and Jiuquan. We cooperate with them for now, but in due time they shall be overthrown, and these regions restored to Chinese rule. Our great progenitor Cao Cao could not be stopped - just as he restored order to all under heaven, so shall we!;;;;;;;;;;;x
dunhuang.17.desc.b;Cao Cao. To some, a ruthless villain who would stop at nothing to satisfy his thirst for power. To others, a cunning and pragmatic hero who did what was needed to bring peace to a world torn by war. To us, however, his blood runs in our veins, and so he is our revered ancestor.\n\nOver the years, we have been playing bigger roles in Dunhuang's administration. When Zhang Yichao drove out the Tibetans years ago, we were among his most reliable followers, but we fear what will happen after he dies, as his heirs are unworthy. The Tang are in decline, and the world overrun with misery and devastation, so we must do what it takes to ensure Dunhuang's survival. Our great progenitor Cao Cao could not be stopped - just as he restored order to all under heaven, so shall we!;;;;;;;;;;;x
dunhuang.17.desc.c;Cao Cao. To some, a ruthless villain who would stop at nothing to satisfy his thirst for power. To others, a cunning and pragmatic hero who did what was needed to bring peace to a world torn by war. To us, however, his blood runs in our veins, and so he is our revered ancestor.\n\nIt took years, but we now rule Dunhuang. Zhang Yichao, who overthrew the Tibetan oppressors, was admirable, but his successors were weak, unable to control the scheming noble clans. Thus, we had to step in to restore order. Let others call us tyrants! Cao Cao was called the same despite his noble ambitions. Now, while China is flung into chaos and civil war, and the world overrun with misery and devastation, it will take a strong hand to protect Dunhuang. Our great progenitor Cao Cao could not be stopped - just as he restored order to all under heaven, so shall we!;;;;;;;;;;;x
dunhuang.17.a;The ambitions of the Cao cannot be stopped!;;;;;;;;;;;;;x
